Page,Câu tiếng Hán,volumn,translation,best_match
24,右判散，每服一口八竹茹以許姜棗煎送下。,Volume_33,"Bột đã kê, mỗi lần dùng một ngụm, sắc 8 lượng trúc như cùng gừng và táo tàu với lượng vừa phải để uống kèm.","Các vị trên, tán bột, viên với hồ, to bằng hột mè, mỗi lần uống vài đồng, với nước mật ấm, uống cho đến khi đi đại tiện lỏng và không lợi thì thôi"
26,虧繼此發熟，即是慢驚，不必皆由急驚傳至。,Volume_30,"Khi (bệnh) phát thục, đó chính là chứng mạn kinh, không nhất thiết đều do cấp kinh chuyển biến mà thành.","Nếu khi bệnh phát mặt xám chân tay lạnh, mạch trần trì, là chứng kinh thuộc âm, bệnh tạng, khó chữa."
42,胎熱：一胎熱者，見在胎時母過食熱，食物或服熱藥，或嗜酒，或房事不節，或感冐風熱，胎中積受熱邪，生下面赤，眼閉，五心煩熱，口熱如湯，食乳性急，大便黃赤，眼赤瘦損，或多虛痰，時咐哭，身發壯熱，色如淡茶，或遍體皆黃，氣息喘滿，眼目睃淚，神困，呵欠，呃呃作聲，兩便不利，或利而便血水，甚至手常拳緊，腳常搐縮，眼常斜視，身常掣跳。,Volume_29,"Thai nhiệt: Một trong những nguyên nhân của thai nhiệt là khi còn trong thai, mẹ ăn quá nhiều đồ nóng, thức ăn hoặc uống thuốc có tính nhiệt, hoặc nghiện rượu, hoặc phòng sự không điều độ, hoặc cảm phải phong nhiệt; trong thai tích tụ nhiệt tà, khi sinh ra mặt đỏ, mắt nhắm nghiền, ngũ tâm phiền nhiệt, miệng nóng như nước sôi, ăn sữa vội vàng, đại tiện vàng đỏ, mắt đỏ, gầy gò ốm yếu, hoặc nhiều hư đàm, thường xuyên khóc thét, thân thể phát tráng nhiệt, sắc da như trà nhạt, hoặc toàn thân đều vàng, hơi thở suyễn mãn, mắt ứa lệ, thần sắc mệt mỏi, ngáp vặt, phát ra tiếng nấc cụt, hai tiện bất lợi, hoặc tiêu chảy ra nước có máu, thậm chí tay thường nắm chặt, chân thường co giật, mắt thường lé, thân thể thường giật giật.","THAI NHIỆT Thai nhiệt là lúc con ở trong thai, mẹ ăn đồ nhiệt độc nhiều quá, hoặc uống thuốc nóng, hoặc ham uống rượu, hoặc dâm dục quá độ, hoặc cảm phải phong nhiệt, trong thai bị nhiệt tà tích lại, đến lúc sinh ra đỏ mặt mắt nhắm, ngũ tâm phiền nhiệt, miệng nóng như nước sôi, ăn bú hấp tấp, đại tiện vàng, đỏ, mắt đỏ gầy mòn, hoặc sinh nhiều đờm, thường thường kêu khóc, mình phát nóng dữ, sắc như nước trà đợt hoặc khắp mình đều vàng, suyễn thở tức đầy, tình thần mỏi mệt, ngáp dài có tiếng ạch ạch, mắt có ghèn ướt, đại tiểu tiện không lợi, hoặc lợi mà ra máu, ra nước; thậm chí tay thường nắm chặt, chân thường co rút, mắt thường lấm lét, mình thường giật nẩy"
45,如不脫，宜用保命散。,Volume_30,"Nếu không tiêu trừ, nên dùng Bảo Mệnh Tán.","Nếu chứng thuộc về 20 thứ kinh, nên dùng tam giản hoàn."
42,木香勺氣散，治生後身冷，口氣亦冷，腹鳴瀉痢，青黑盤膓內釣，心腹絞痛，不語者。,Volume_29,"Mộc hương thược dược tán trị thân thể lạnh sau sinh, hơi thở cũng lạnh, bụng sôi tiêu chảy tả lỵ, ruột xoắn xanh đen đau co rút bên trong, đau quặn vùng ngực bụng, người không nói được.","MỘC HƯƠNG QUÂN KHÍ TÁN Trị sau khi sinh mình lạnh, hơi thở cũng lạnh, sôi bụng đi tả, đi lỵ ra phân đen, bàn trường nội điểu, tim bụng quặn đau, không nói được."
19,出火氣為末，擦牙根。,Volume_31,"Nung cho hết hỏa khí, tán thành bột, chà vào chân răng.","Tán nhỏ, hòa với nước cốt gừng cho sền sệt, dán vào chỗ đau."
50,其心胞絡，三焦工經，倶無形妝，故不変。,Volume_30,"Tâm bào lạc của nó và Tam tiêu, là các kinh mạch vận hành, đều không có hình tướng cụ thể, cho nên bất biến.","Nội kinh nói: ""biết cái cốt yếu thì một lời là đủ hết"", vì thận chủ tiên thiên, là cơ sở lập mạng, tỳ chủ về hậu thiên, là đầu nguồn hóa sinh, nhờ có tiên thiên hậu thiên, hình thể mở hóa sinh và trưởng thành"
15,必若牙關不緊、喉無痰鳴，此發痘之候而非驚也。,Volume_30,"Nếu quai hàm không co cứng, cổ họng không có tiếng đờm khò khè, thì đây là dấu hiệu phát đậu chứ không phải kinh phong.","Chứng chết: Thấy hiện ra các chứng môi co dúm, ngực lõm xuống, cổ họng có tiếng như tiếng kéo cưa, mũi khô đen xạm, họ, hơi thở to, tim và bụng đầy căng đau, là chết."
42,砂仁、桂、甘草炙，各一兩；陳皮二兩；沉香二口；山藥二兩，為末，蜜凡芡實大，每服一凡，炒米湯送下。,Volume_29,"Sa nhân, Quế, Cam thảo chích, mỗi vị một lượng; Trần bì hai lượng; Trầm hương hai tiền; Hoài sơn hai lượng, tất cả tán thành bột, trộn với mật ong làm thành viên to bằng hạt Khiếm thực; mỗi lần uống một viên, dùng nước gạo rang để uống.","ÍCH THÂN TÁN (Chữa thận hư tai điếc) Tứ thạch (chế) Ba kích (bỏ lõi) đều 1 lạng Xuyên tiêu (chế) Trầm hương Thạch xương bồ đều 5 đồng Các vị trên, tán bột, mỗi lần uống 2 đồng cân, dùng 1 quả cật heo thái nhỏ, trộn với hành muối chút ít, bọc giấy ướt 10 lần, đem vùi trong lửa cho chín, khi bụng đói ống rượu đưa xuống."
22,每一口姜三片，煎熱，以匕送下。,Volume_30,"Mỗi lần sắc ba lát gừng cho nóng, rồi dùng thìa để uống.","Mỗi lần uống một đồng, sắc với nước gừng mà uống, nếu không ứng nghiệm, thì uông gặp bội lên."
12,之通治小兒諸病，更觸類旁求，因所因而增損之。,Volume_33,"Phương pháp này thông trị các bệnh của trẻ nhỏ, hơn nữa cần xúc loại bàng cầu, dựa vào nguyên nhân cụ thể mà gia giảm phép trị.","Trong Cảnh vốn cho phép Quế chi (phát biểu) thì bỏ mà không dùng lại trị nội thương theo phép Lý Đông Viên, sai một lý, đi một dặm, cần phai xét kỹ."
54,三十嵗，五臟大定，腦肉堅固，血脈盛滿，故好步。,Volume_30,"Ba mươi tuổi, ngũ tạng đã hoàn toàn ổn định, não bộ và thể chất kiên cố, huyết mạch sung mãn, cho nên thích đi bộ.","Chỉ vì trẻ con mới sinh hình thể tuy đủ mà khí huyết tạng phủ còn chưa hoàn chỉnh, tinh thần hồn phách ý chí cũng chưa đầy đủ, cho nên 32 ngày một lần biến, 64 ngày một lần chưng"
42,白姜、木香、官桂、陳皮、梹榔、井草，各等分，嘔加木瓜、丁香，面青，肢冷，去梹榔，加川芎、當歸，水煎，量兜大小，以綿蘸之。,Volume_29,"Bạch Khương, Mộc Hương, Quan Quế, Trần Bì, Tân Lang, Tỉnh Thảo, mỗi vị lượng bằng nhau. Nếu nôn ói, thêm Mộc Qua, Đinh Hương. Nếu mặt xanh, chân tay lạnh, bỏ Tân Lang, thêm Xuyên Khung, Đương Quy. Sắc lấy nước, đo kích thước bìu, dùng bông thấm vào đó.","Mỏ ác sưng, cho bội đương quy, bạch thược, gia thiên ma, phòng phong Bệnh co cứng, cho bội sinh địa, đương quy, gia tần giao, cân đẳng, thiên ma, nhục quế; nếu không khỏi, thì dùng Lục vị gia mộc hương, nhục quế."
51,一百六十日，生肝臟氣，主掌骨成而學葡蔔，肝藏傀而喜笑。,Volume_30,"Một trăm sáu mươi ngày, khí gan hình thành, các xương chưởng cốt chính hoàn thiện và học bò, gan tàng trữ khí phách và ưa cười.","96 ngày thì tân khí sinh, chủ thể nhiệt, đổ mồ hỏi, e sợ, hư kinh 128 ngày tiểu trường khí sinh chủ nóng khắp thân người, 160 ngày can khí sinh chủ thành xương bàn tay, vững mạnh biết bò, can tàng chứa hồn phách mà hay cười, 192 ngày khí ở đờm khi sinh, chủ tâm thần mờ mệt mất nhám không mở mà trong con mắt đỏ."
42,宜先釀乳，次第解之，漸不可過用寒涼，變生吐利，惡症，胎黃。,Volume_29,"Nên trước hết khai thông sữa, từng bước hóa giải. Dần dần không được dùng quá liều các vị có tính hàn lương, nếu không sẽ gây ra nôn mửa, tiêu chảy, ác chứng, và hoàng đản sơ sinh.","Nếu không trị, nặng thì lên cơn kinh, nhẹ thì miệng đầy đẹn lưỡi chồng (trùng thiệt) nổi cục đơn đỏ tía, nên trước dùng phép ""gây sữa"" rồi sau trị dần, không nên quá dùng thuốc hàn lương mà biến sinh ra các chứng thổ và tả nguy kịch."
42,失治重則發驚，輕則鵞口，重舌，紫赤丹瘤。,Volume_29,"Nếu không được chữa trị, nặng thì phát kinh, nhẹ thì tưa miệng, trọng thiệt, tử xích đan lưu.","Nếu tay chân giá lạnh, mà không có lực, ỉa tháo dạ, không nói, không khát, đó là chứng thuộc âm, đều là chủng rất nặng, 10 bệnh khó cứu được một."
28,外感通身骨瘮，內傷必腹脹痛飽悶。,Volume_31,"Ngoại cảm toàn thân lạnh thấu xương, nội thương ắt hẳn chướng bụng, đau, no tức.","Nhưng rét nhiều sốt ít, là bệnh ngoại cảm đã sâu, sốt nhiều rét ít là bệnh nội thương tất nặng, ngoại cảm thì khắp mình nhức xương, nội thương thì bụng trướng đau phát ách"
44,凡胡黃連、黃連、白蕪荑去扇炒苫㑹。,Volume_33,"Phàm Hồ hoàng liên, Hoàng liên, Bạch vô di, lược bỏ tạp chất, sao cho khô giòn thì khả dụng.","Mồ hôi nhiều, mình mát, vệ khí không củng cố, cho bội nhân sâm, gia hoàng kỳ nướng mật, nếu chưa khỏi, thì sắc nước phòng phong tẩm hoàng kỳ rồi sao lên mà dùng."
41,如吐不已，可微止之，無使大泄胃氣。,Volume_31,"Nếu nôn mửa không dứt, có thể làm ngớt đi đôi chút, đừng để vị khí hao tổn quá mức.","Nếu đã bị thổ tả, tân dịch đã tự mất hết, dầu có miệng khát môi khô, cũng không nên dùng bậy thuốc hàn lương."
43,如身痛，膊背強，小便澀，指甲皆黃，身面目亦黃，小便如屋塵色，看物皆黃，此黃疸也。,Volume_29,"Nếu cơ thể đau nhức, vai lưng cứng đờ, tiểu tiện khó khăn, móng tay đều vàng, thân mặt mắt cũng vàng, nước tiểu màu như bụi nhà, nhìn vật gì cũng thấy vàng, đây là chứng hoàng đản.","Như mình đau đùi và lưng cứng ra, đại tiểu tiện uất bón, móng tay đều vàng, thân mình mặt mắt cũng vàng, tiểu tiện như sắc bụi nóc nhà, trông thấy mọi vật đều vàng, đó là bệnh hoàng đàn, khát nước thì khó trị"
16,治驚先於豁痰，痰塞氣壅，則百豚凝滯，驚何由而散也。,Volume_30,"Điều trị chứng kinh ưu tiên hóa đàm. Đàm tắc khí ủng, thì các chứng bách đồn sẽ bị ngưng trệ, chứng kinh làm sao mà tiêu tan được?","Nhưng không có dương thì không vận hóa mà khí ủng trệ, gia mộc hương hấp cơm để đạo dẫn, khi vận hành thì đờm tiêu, tự nhiên không có giật nữa (phàm trẻ con bị các chứng cấp kinh phong, thai phong, động kinh mà phát có quắp, thì không chứng nào là không do tướng hỏa bị nhiệt làm hại âm, tổn huyết mà sinh ra)."
22,脾胃虧損，肝木所勝，外虛熱而內。,Volume_30,"Tỳ vị khuy tổn, can mộc sở thắng, hư nhiệt ngoại biểu mà nội.","Nếu kém nhiệt ho dữ, mặt đỏ, nóng dữ, bí đại tiện, thì dùng đình lịch, ngưu hoàng mà thông lợi xuống."
30,有表而熱者謂之表症，非衰而熱者謂之燻症。,Volume_31,Người có biểu chứng kèm theo nhiệt thì gọi là Biểu chứng; người không suy nhược mà có nhiệt thì gọi là Uất nhiệt chứng.,Nếu nhiệt thì có thể chữa theo chứng thực; nếu hàn thì nên chữa như chứng hư.
4,一小兒三百六十日膝骨成乃能行期。,Volume_31,Một trẻ nhỏ đến ba trăm sáu mươi ngày xương đầu gối cứng cáp mới có thể đi được.,"Xét nguyên nhân và cơ chế của bệnh: Trẻ con đầy 350 ngày thì xương đầu gối vững, là thời kỳ biết đi được"
26,一方有沉香爲末，每二。,Volume_33,"Một phương có trầm hương tán bột, mỗi hai.","Một phương gia Linh dương giác, Hoàng kỳ."
44,飲食始傷即瀉為輕，停滯既久乃發瘧痢為重。,Volume_31,"Thực thương ban đầu mà gây tiêu chảy ngay thì là thể nhẹ, còn ứ trệ đã lâu mới phát sinh ngược lỵ thì là thể nặng.","Xử phương: Nếu như la mửa lâu ngày yếu đuối thì nên bổ tỳ vị, thương hàn không phát biểu là khó trị nên đầu cổ mềm tức là chứng khó trị"
43,胎黃：一胎黃者，見在胎中受母熱毒，生下遍身俱黃，發壯熱，大便閉，尿如栬汁，乳食不進，啼叫不已。,Volume_29,"Thai hoàng: Người mắc chứng thai hoàng biểu hiện là khi còn trong bào thai đã nhiễm nhiệt độc từ mẹ, sinh ra toàn thân đều vàng, phát tráng nhiệt, đại tiện bế, nước tiểu vàng sậm như nước củ măng, không bú không ăn, khóc la không ngừng.","E- BA NGUYÊN NHÂN KHÔNG BÚ Trẻ con mới sinh ra không bú là có ba nguyên nhãn: Một là do người mẹ hóng mát quá độ, trong khi thai bị lạnh đau bụng; hai là trong thai nhiệt độc, làm cho trẻ sinh ra thì thân thể đều vàng, tiểu tiện đỏ, mình nóng, đại tiện bể, hay khóc mà không bú; (1) Một chứng kinh phong. đầu mắt ngứa lên."
43,又有皮膚面目皆黃，此黃病也。,Volume_29,"Ngoài ra, da và mặt đều vàng, đây là bệnh hoàng đản.","Lại có đứa trẻ ngoài da, mặt mắt đều vàng, đỏ là bệnh vàng da"
43,釀乳法：母子同服豬苓一赤、茯苓、天花粉、澤瀉、茵陳、山栴去殼、生甘草、生地，水煎服。,Volume_29,"Phương pháp thúc sữa: Mẹ và con cùng uống Trư linh một chỉ, Phục linh, Thiên hoa phấn, Trạch tả, Nhân trần, Sơn Chi tử bỏ vỏ, Sinh Cam thảo, Sinh Địa, sắc nước uống.","Nhục quế đều 5 đồng Khiên ngưu Toàn yết 1 đồng Đương qui Đại hoàng Đào nhân đều 2 đồng rưỡi Tán bột, mỗi lần uống cho một đồng thuốc vào mật, sắc lên cho uống, sau khi đại tiện thông lợi, sắc các vị thanh bì, trần bì, phục linh, mộc hương, sa nhân, cam thảo, gừng sống cho uống, để làm cho dạy dày điều hòa"
52,若不污而熟，宜㣲發其汗，若吐哯㣲止之，不可妄治。,Volume_30,"Nếu bệnh không có chất bẩn (bệnh lý) mà đã thuần thục, nên phát hãn nhẹ. Nếu nôn mửa thì chỉ nên cầm nhẹ. Không được điều trị bừa bãi.","3- Pháp chữa: Nếu phong hàn bỗng lấn vào, mới mát, sắc hơi trắng, thì nên ôn vụ và trục phong Nếu sau khi nôn mà môi trắng, thì nên dưỡng vỵ, hòa khí."
8,蓋藏神肝藏塊神，塊既定，驚何從生。,Volume_30,"Vốn dĩ thần ẩn tàng, gan tàng thần của khối kết tụ. Khối kết tụ đã định hình, nỗi sợ làm sao có thể sinh ra?","con an, vì tâm tàng thần, can tàng hồn, thần hồn yên định thì làm gì mà sinh động kinh, vì ý nghĩa vậy mà đặt tên là Bảo Long)."
43,硃砂散治胎熱有瘀，硃砂、牛黃、天竺黃、鉄粉各一分，麝香五釐，為末，竹瀝調服。,Volume_29,"Chu Sa Tán trị thai nhiệt có ứ huyết. Chu sa, ngưu hoàng, thiên trúc hoàng, thiết phấn mỗi vị một phân, xạ hương năm ly, tán thành bột, dùng trúc lịch hòa uống.","Nhân Sân Bạch phụ (chế) Thiên ma (lùi) Thiên môn Táo nhân Chích thảo (mỗi vị 1 đồng) Tán nhỏ, thắng mật làm viên, chu sa làm áo nấu bạc hả, tim bấc làm thang mà Một phương nữa, thêm trân châu, vàng thếp, xạ hương."
43,又有生下半週或及百日不因病後而身微黃者，此胃熱也。,Volume_29,"Lại có những trường hợp trẻ được nửa tuần tuổi hoặc đến trăm ngày tuổi mà không phải do di chứng của bệnh tật mà sắc da hơi vàng, thì đây là vị nhiệt.","Hai bệnh ấy hay bị sau khi bệnh nặng lại có sau khi đẻ nửa năm hoặc vừa được trăm này, nếu không do sau khi bệnh mà mình hơi vàng đó là do dạ dày nhiệt."
43,右為末，糊凡如黍米大，每服五七凡。,Volume_31,Tán thành bột. Hoàn như hạt kê. Mỗi lần uống năm đến bảy viên.,"Các vị trên, tán bột, viên với hồ bột mì, to bằng hột mè, mỗi lần uống 2 - 3 viên, sắc nước tử mà uống."
36,腎熱宜滋腎凡四六味凡頁六以滋隂。,Volume_31,"Thận nhiệt nên tư thận. Các bài thuốc Tứ Lục Vị thường được dùng, tham khảo trang sáu, nhằm tư âm.","Xử phương: Trị chứng này chở quá dùng thuốc mát, nên dùng Tả hoàng tán (211) cho uống dần, bằng mặt vàng, da thịt gầy, ngũ tâm phiền nhiệt (4) dùng Hồ hoàng liên hoàn (43)."
14,內有食熱，外感風邪，心家盛熱則生驚；肝家風盛則發搐。,Volume_30,"Nội có thực nhiệt, ngoại cảm phong tà, Tâm vị thịnh nhiệt thì sinh kinh; Can vị phong thịnh thì phát súc.","Nhưng thổ thì hại khí, tả thì hại huyết; khí hư thì phát quyết lạnh, huyết hư thì phát nóng, khí huyết đều hư thì mình nóng mà tay chân quyết lạnh rồi tất nhiên thành chứng mạn kinh phong, phải nên cẩn thận mới được"
51,汗出或不汗，不食，時驚多啼，哯乳。,Volume_30,"Ra mồ hôi hoặc không, biếng ăn, hay giật mình khóc nhiều, trớ sữa.","Vì thiếu sữa, ăn cháo sớm quá, chất ngọt chất béo hóa ra lãi, hay khóc mửa nước dãi, đau bụng, môi tím, đầu ruột và răng hay ngứa"
11,凡喘咳氣促，口鼻生瘡，宜人參清肺湯六七以治肺，益氣湯六八以生金。,Volume_31,"Phàm ho suyễn khí cấp, miệng mũi sinh lở, nên dùng Nhân Sâm Thanh Phế Thang số 67 để trị Phế, và Ích Khí Thang số 68 để sinh Kim.","HÙNG HOÀNG GIẢI ĐỘC TÁN (Chữa các chứng đờm nhiệt công lên họng mọc tơ hồng, họng tê, viêm 2 tuyến hạnh nhân, sưng cằm, dùng thuốc uống để gây nôn."
43,甘豆湯治要孩胎熱，甘草、口黑豆二口、淡竹葉、燈心七莖煎服。,Volume_29,"Cam Đậu Thang trị thai nhiệt, dùng cam thảo, hắc đậu hai thăng, đạm trúc diệp, đăng tâm bảy sợi, sắc uống.","Ma hoàng Sài hồ Đương quy Tri mau Long đởm thảo 193- THOÁT GIÁP TÁN Nhân sâm đều 3 phân Xuyên khung Phục linh đều 2 phân 2 phân rưỡi Cam thảo 4 phân Chữa chứng sốt nóng nhức đầu, lâu ngày không khỏi, (biểu nhiệt không giải gia thêm ma hoàng, lý nhiệt không giải, gia thêm đại hoàng), gừng, táo làm thang, sắc, uống)."
51,一百九十二日，生膽腑氣，主情昏神倦，眼閉不開而睛赤。,Volume_30,"Ngày thứ 192, khí phủ Đởm phát sinh, chủ về tình chí hôn ám, thần sắc mệt mỏi, mắt nhắm không mở được và tròng mắt đỏ.","96 ngày thì tân khí sinh, chủ thể nhiệt, đổ mồ hỏi, e sợ, hư kinh 128 ngày tiểu trường khí sinh chủ nóng khắp thân người, 160 ngày can khí sinh chủ thành xương bàn tay, vững mạnh biết bò, can tàng chứa hồn phách mà hay cười, 192 ngày khí ở đờm khi sinh, chủ tâm thần mờ mệt mất nhám không mở mà trong con mắt đỏ."
11,肚大青筋者，小胡連丸見下。,Volume_31,"Đối với người bụng to nổi gân xanh, xem Tiểu Hồ Liên Hoàn bên dưới.","Như bụng to gân xanh thì dùng bài Tiểu hồ liên hoàn (trích trong Y-học, xem dưới đây)."
54,白術、茯苓、炙草、乾姜各二力。,Volume_33,"Bạch truật, phục linh, chích cam thảo, can khương, mỗi vị hai lượng.","Đổ máu cam, thì cho bội sinh địa, bạch thược, gia mạch môn, ngưu tất; không khỏi thì dùng Lục vị gia ngưu tất, ngũ vụ."
49,一大渴不止此腎敗也，俱為死症。,Volume_31,"Khát nước dữ dội không dứt, đó là suy thận. Đều là chứng bệnh chết người.","Nếu tay chân giá lạnh, mà không có lực, ỉa tháo dạ, không nói, không khát, đó là chứng thuộc âm, đều là chủng rất nặng, 10 bệnh khó cứu được một."
38,肝腎火盛，移熱膀胱者，必兼痛澁、煩熱。,Volume_30,"Can Thận hỏa thịnh, người bệnh có nhiệt dồn xuống Bàng quang, ắt sẽ kèm theo thống sáp và phiền nhiệt.","3. Hư thực: Mạch âm ở thổn khẩu thực là phế thực, thì phế tất trướng đầy, khí xúc, suyễn nghịch lên, họng tắc như dáng buồn nôn, tự ra mồ hôi, đều là chứng phế thực"
43,宜服釀乳生地黃湯，最忌熱毒之物。,Volume_29,"Nên dùng Thang Sinh địa hoàng nhũ lên men, tối kỵ các thứ có tính nhiệt độc.",Tỳ lạnh thì nên trước uống Ích hoàng tán sau uống Dại thanh cao hoặc Câu đằng tán để phát ra.
51,一如赤白痢，加歸芍、粟米。,Volume_31,"Xử trí như kiết lỵ đỏ trắng, thêm Đương quy, Bạch thược, hạt kê.","Do hỏa, thì nên dùng các loại hoàng cầm, hoàng liên, đương qui, bạch thước."
5,令人不知其羑，但爲治風而用散，不知外驚風。,Volume_30,"Khiến người ta không biết được căn nguyên sâu xa, nhưng vì trị phong mà dùng thuốc tán, không biết liệu có phải là ngoại kinh phong.","Giả như có người cho đây không phải thuốc kinh phong, không phải thuốc trẻ con, thì bệnh kinh phong há chẳng thuộc về âm dương và thể xác trẻ con há chẳng do khí huyết mà ra sao? D"
64,水一鍾半煎七八分熱服。,Volume_33,"Sắc một chung rưỡi nước còn bảy tám phần, uống nóng.","Nước 2 chén to, sắc còn 7 phần, uống khi còn ấm"
15,腎疳身熱肢冷，小便乾澁。,Volume_31,"Cam thận, người nóng, chân tay lạnh, tiểu tiện khô sáp.","Dầu ấn, chân lạnh, miệng hôi sinh đờm."
16,倍贏地，去澤左，加鹿茸、枸杞、續斷。,Volume_33,"Hiệu quả gấp bội, trừ thấp ở bên trái, thêm nhung hươu, câu kỷ tử, tục đoạn.","Phàm bệnh kinh phong dùng thủy ngân khinh phấn, ba đậu, Mang tiêu sương, Long não, Xạ hương, Thiềm tô, ngô công v"
45,一如吐乳瀉黃者是傷熱乳也。,Volume_31,"Chẳng hạn như trớ sữa, tiêu chảy phân vàng là bệnh thương nhiệt sữa.","TIÊU NHŨ THỰC ĐƠN Trị trong tích ăn bú không tiêu, mặt vàng bụng trướng, đi la ra phân nhưng trứng gà ung mà lại ọc sữa."
46,加味平胃散，神治水瀉，留白廣皮、白扁豆各二用。,Volume_31,"Bình Vị Tán gia vị, thần hiệu chữa tiêu chảy nước, dùng Cát Bạch và Bạch Biển Đậu, mỗi vị theo hai cách chế biến.","Trong bài này có xạ hương để khai khiếu, long não, khinh phấn để hạ đờm, chu sa để mát tim, đều là thuốc trị chứng thuần dương thực nhiệt, còn bệnh hư thì nên châm chước mà dùng."
43,渴者難治，此二者多得於大病後。,Volume_29,"Chứng khát khó trị, hai chứng này thường xuất hiện sau đại bệnh.","- Chứng sốt ban đêm thì chiều phát sáng thôi, có 3 nguyên nhân: huyết nhiệt, tích thực và cam lao."
44,釀乳生地黃湯：生地、赤芍、天花粉、千川芎、歸身、豬苓、澤瀉、赤茯苓、甘草、茵陳，各等分，水煎服。,Volume_29,"Thang Sinh địa hoàng trị viêm tuyến vú: Sinh địa, Xích thược, Thiên hoa phấn, Xuyên khung, Quy thân, Trư linh, Trạch tả, Xích phục linh, Cam thảo, Nhân trần, mỗi vị liều lượng bằng nhau, sắc uống.","THUỐC CHỦ YẾU CHỮA KINH PHONG - Thanh phong nhiệt: Sái hồ, Hoàng cầm, cát căn, phòng phong, cật cảnh, kinh giới, cam thảo, liên kiều, thiên hoa phấn, chi tử, long đờm thảo, tê giác, linh dương giác, Hoàng liên, Đạm trúc diệp, Đăng tâm, hoạt thạch, - Tán phong hàn: Phong phong, Khương hoạt, tía tô, Tiền hồ, Quế chi, Ma hoàng, Tế tân, Sinh khương."
44,又有面黃而腹大，多積食土而渴者，此脾疳也。,Volume_29,"Lại có người mặt vàng, bụng chướng, hay ăn đất và khát nước, đây là chứng tỳ cam.","Lại có trẻ mặt vàng mà bụng to hay tích, ăn đất mà khát nước, là tỳ cam."
18,一胎熱身如塗冊，倍生地加黃荅、黃栢、玄參。,Volume_33,"Giai đoạn khởi trị như bản phác thảo, Sinh địa gia liều gấp đôi, thêm Hoàng liên, Hoàng bá, Huyền sâm.","gia nhân sâm, tế tân; có kèm Năm chứng ngành (3), thì cho bội dương quy, sinh địa, sa sâm, gia đan sâm, quế chi (mình ấm hồ môi nhiều, mới nên dùng, nếu mình mát, thì dùng tứ quân)."
44,犀角、茵陳、瓜蔞根、升麻、龍膽、甘草、生地、寒水石，煨水煎服。,Volume_29,"Tê giác, Nhân trần, Qua lâu căn, Thăng ma, Long đởm, Cam thảo, Sinh địa, Hàn thủy thạch, sắc nước uống.","Long đởm thảo, Lô hội, Quán chúng, Cóc sấy khô, Tam lăng, Nga truật, Chỉ thực, Sơn tra, Sử quân tử, Hạnh nhân, Binh lang, A ngày, Vu di, Thạch quyết minh, Thần khúc, Hương phụ, Thanh bì, Mộc hương."
74,凡右紫河車郎小兒胎衣肥厚者一個，洗淨重湯蒸爛，研化。,Volume_33,"Phàm những trường hợp trẻ nhỏ có thai y bị phì hậu: lấy một cái Tử Hà Xa Lang, rửa sạch, trưng cách thủy cho thật nhừ, rồi nghiền nhuyễn.","Như bị phong nhiệt, dái bỗng nhiên sưng cứng hoặc sinh lở thì dùng sinh địa tán nhỏ, trước lấy hành, hột tiêu sắc nước, tới chỗ kín gió mà rửa sạch, rồi nhổ nước miếng nhào với thuốc bột trên mà xức vào, như hòn dái nóng thì hòa với lòng trắng gà mà xức hoặc gia mẫu lệ chút ít, (bài này cũng trị chung với môn bệnh sán người lớn)."
57,全生湯：治感熱願門忽腫。,Volume_30,"Toàn Sinh Thang: Chữa trị cảm nhiệt, hầu họng đột nhiên sưng tấy.","ĐÌNH NHĨ PHƯƠNG (Chữa chứng phong nhiệt, phạm vào tân dịch kết thành hạch tác lấp lỗ tai)."
32,小熱之氣涼以和之，大熱之氣寒以取之，甚熱之氣則汗發之。,Volume_31,"Tiểu nhiệt khí thì dùng lương pháp để điều hòa, đại nhiệt khí thì dùng hàn pháp để trừ bỏ, thậm nhiệt khí thì phát hãn.","Sau khi phát hãn khí bị hư mà ớn lạnh phát sốt thì nên Bổ trung ích khí thang Sau khi phát hãn, dương bị hư, âm không chỗ dựa mà phát sốt thì nên Tứ quân thang (188) gia xuyên khung, Dương quy."
44,犀角散：治要現黃疸，一身盡黃。,Volume_29,"Tê Giác Tán: Chữa trị chứng hoàng đản chớm phát, toàn thân vàng sẫm.","VŨ CÔNG TÁN (Chữa chứng bìu dái sưng bóng (thủy sán) do hàn thấp, tiểu tiện không thông lợi)."
51,吐瀉身熱作渴，錢氏白朮散三六。,Volume_31,"Thổ tả, sốt, khát nước, dùng Tiền thị Bạch truật tán ba lượng sáu tiền.","Đổ máu cam, thì cho bội sinh địa, bạch thược, gia mạch môn, ngưu tất; không khỏi thì dùng Lục vị gia ngưu tất, ngũ vụ."
15,乾疳乃五臟津液枯竭也。,Volume_31,Chứng khô can chính là sự khô kiệt tân dịch của ngũ tạng.,CAM KHÔ Cam khô là tân dịch của 5 tạng khô kiệt.
